RepRapFirmware height map file v2 generated at 2023-03-07 15:00, min error -0.067, max error 0.062, mean -0.005, deviation 0.032
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,35.00,310.00,35.00,310.00,-1.00,55.00,55.00,6,6
 -0.009,  0.019,  0.045,  0.062,  0.041,  0.016
 -0.049, -0.010,  0.012,  0.017, -0.006, -0.030
 -0.067, -0.043, -0.009,  0.000, -0.021, -0.045
 -0.054, -0.014,  0.011,  0.020, -0.001, -0.025
 -0.067, -0.026, -0.001,  0.015,  0.006, -0.016
 -0.058, -0.016,  0.015,  0.037,  0.039,  0.016
