RepRapFirmware height map file v2 generated at 2023-03-03 08:30, min error -0.096, max error 0.027, mean -0.027, deviation 0.031
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,35.00,310.00,35.00,310.00,-1.00,55.00,55.00,6,6
 -0.091, -0.064, -0.021, -0.022, -0.038, -0.067
 -0.061, -0.031, -0.007, -0.016, -0.045, -0.096
 -0.050, -0.024,  0.014, -0.006, -0.031, -0.079
 -0.025,  0.001,  0.014,  0.011, -0.019, -0.043
 -0.035, -0.002,  0.027,  0.025, -0.010, -0.059
 -0.046, -0.015, -0.006, -0.007, -0.005, -0.056
